date,commits,commit_count,forks,issue,issue_comment,req_closed,req_opened
2013-1-30,45,0,1,0,0,6,
2013-1-31,86,0,0,0,0,20,
2013-2-1,11,0,0,0,0,5,
2013-2-2,9,0,0,0,0,2,
2013-2-3,14,0,1,0,0,4,
2013-2-4,29,0,0,0,0,15,
2013-2-5,37,0,1,0,0,11,
2013-2-6,59,0,0,1,2,19,
2013-2-7,44,0,0,0,0,15,
2013-2-8,24,0,1,0,0,5,
2013-2-9,85,0,1,0,0,29,
2013-2-10,55,0,0,0,0,17,
2013-2-11,63,0,0,1,1,18,
2013-2-12,36,0,0,0,0,12,
2013-2-13,11,0,0,0,0,5,
2013-2-14,59,0,2,0,0,9,
2013-2-15,28,0,0,0,0,10,
2013-2-16,13,0,0,0,0,1,
2013-2-17,9,0,0,0,0,7,
2013-2-18,23,0,1,0,0,9,
2013-2-19,20,0,0,0,0,6,
2013-2-20,37,0,1,0,0,11,
2013-2-21,21,0,0,0,0,5,
2013-2-22,23,0,1,0,0,9,
2013-2-23,14,0,0,0,0,2,
2013-2-24,6,0,1,0,0,1,
2013-2-25,62,0,0,1,0,22,
2013-2-26,44,0,4,0,0,14,
2013-2-27,66,0,0,0,0,21,
2013-2-28,20,0,1,0,0,9,
2013-3-1,27,0,2,0,0,8,
2013-3-2,27,0,0,1,4,8,
2013-3-3,18,0,0,0,0,7,
2013-3-4,48,0,0,0,0,24,
2013-3-5,11,0,0,0,0,3,
2013-3-6,20,0,0,0,0,7,
2013-3-7,20,0,2,1,4,7,
2013-3-8,18,0,1,0,0,3,
2013-3-9,12,0,0,0,0,2,
2013-3-10,9,0,1,0,0,4,
2013-3-11,7,0,0,0,0,4,
2013-3-12,15,0,1,1,1,6,
2013-3-13,11,0,1,0,0,6,
2013-3-14,12,0,4,0,0,2,
2013-3-15,14,0,1,0,0,6,
2013-3-16,10,0,1,2,4,4,
2013-3-17,14,0,2,0,0,3,
2013-3-18,11,0,2,0,0,5,
2013-3-19,32,0,1,0,0,11,
2013-3-20,13,0,0,0,0,1,
2013-3-21,9,0,1,0,0,3,
2013-3-22,13,0,1,0,0,1,
2013-3-23,3,0,0,0,0,6,
2013-3-24,4,0,0,0,0,3,
2013-3-25,12,0,0,0,0,1,
2013-3-26,29,0,5,0,0,8,
2013-3-27,18,0,1,0,0,7,
2013-3-28,8,0,0,0,0,1,
2013-3-29,13,0,0,0,0,6,
2013-3-30,5,0,1,0,0,0,
2013-3-31,4,0,5,0,0,4,
2013-4-1,1,0,2,1,25,1,
2013-4-2,8,0,0,0,0,6,
2013-4-3,14,0,0,0,0,5,
2013-4-4,10,0,1,0,0,5,
2013-4-5,10,0,1,0,0,3,
2013-4-6,20,0,0,1,30,9,
2013-4-7,2,0,1,0,0,1,
2013-4-8,14,0,1,1,11,2,
2013-4-9,31,0,0,0,0,19,
2013-4-10,19,0,0,1,3,7,
2013-4-11,10,0,1,0,0,3,
2013-4-12,11,0,0,0,0,5,
2013-4-13,15,0,1,0,0,5,
2013-4-14,3,0,2,0,0,0,
2013-4-15,9,0,1,0,0,4,
2013-4-16,17,0,2,0,0,7,
